timestamp,acc_x,acc_y,acc_z,label
1.55E+12,3.905,-8.844,-1.331,STD
1.55E+12,3.599,-9.196,-1.803,STD
1.55E+12,3.386,-9.637,-2.425,STD
1.55E+12,3.239,-9.824,-2.55,STD
1.55E+12,3.014,-9.831,-2.093,STD
1.55E+12,2.339,-9.484,-2.03,STD
1.55E+12,1.717,-8.583,-1.899,STD
1.55E+12,1.978,-7.851,-1.753,STD
1.55E+12,2.593,-7.403,-1.812,STD
1.55E+12,2.718,-7.257,-2.021,STD
1.55E+12,2.196,-7.022,-2.045,STD
1.55E+12,1.791,-7.611,-1.702,STD
1.55E+12,2.026,-8.138,-1.156,STD
1.55E+12,2.162,-8.368,-0.996,STD
1.55E+12,2.303,-8.876,-1.056,STD
1.55E+12,1.99,-9.18,-1.085,STD
1.55E+12,1.92,-9.338,-1.068,STD
1.55E+12,1.408,-9.235,-1.437,STD
1.55E+12,1.53,-9.235,-0.409,STD
1.55E+12,1.748,-9.261,0.297,STD
1.55E+12,2.373,-9.35,1.097,STD
1.55E+12,3.026,-9.793,1.08,STD
1.55E+12,3.409,-10.281,0.52,STD
1.55E+12,2.89,-9.84,-0.292,STD
1.55E+12,2.164,-9.642,-1.487,STD
1.55E+12,1.7,-9.618,-1.978,STD
1.55E+12,1.171,-9.927,-2.188,STD
1.55E+12,0.041,-10.329,-2.387,STD
1.55E+12,-1.068,-10.171,-2.181,STD
1.55E+12,-2.121,-9.915,-2.548,STD
1.55E+12,-2.21,-8.758,-1.501,STD
1.55E+12,-1.642,-8.066,-0.735,STD
1.55E+12,-0.563,-8.61,-1.207,STD
1.55E+12,1.575,-9.656,-1.542,STD
1.55E+12,2.679,-10.41,-2.181,STD
1.55E+12,2.801,-10.329,-1.721,STD
1.55E+12,2.528,-10.075,-1.08,STD
1.55E+12,2.267,-9.735,-1.238,STD
1.55E+12,1.944,-9.828,-1.882,STD
1.55E+12,1.152,-8.943,-3.139,STD
1.55E+12,1.006,-9.62,-3.534,STD
1.55E+12,0.445,-10.659,-3.048,STD
1.55E+12,0.014,-9.845,-2.267,STD
1.55E+12,0.663,-9.462,-1.954,STD
1.55E+12,1.518,-9.354,-2.095,STD
1.55E+12,2.318,-9.369,-2.399,STD
1.55E+12,2.557,-9.596,-2.433,STD
1.55E+12,1.848,-9.206,-2.208,STD
1.55E+12,0.848,-9.103,-2.052,STD
1.55E+12,0.462,-8.828,-1.693,STD
1.55E+12,0.105,-8.794,-1.719,STD
1.55E+12,0.093,-9.426,-2.497,STD
1.55E+12,0.405,-9.919,-3.151,STD
1.55E+12,1.197,-9.991,-3.359,STD
1.55E+12,2.409,-10.214,-2.564,STD
1.55E+12,1.745,-8.957,-2.023,STD
1.55E+12,3.132,-10.214,-2.528,STD
1.55E+12,2.248,-10.111,-1.884,STD
1.55E+12,1.329,-9.958,-2.275,STD
1.55E+12,0.512,-9.85,-3.06,STD
1.55E+12,-0.369,-9.749,-2.852,STD
1.55E+12,-0.745,-9.994,-2.674,STD
1.55E+12,-1.161,-9.63,-2.768,STD
1.55E+12,0.196,-9.247,-2.442,STD
1.55E+12,0.833,-9.292,-2.289,STD
1.55E+12,1.336,-9.184,-2.344,STD
1.55E+12,1.571,-9.716,-2.339,STD
1.55E+12,2.09,-9.656,-2.418,STD
1.55E+12,2.294,-9.256,-2.627,STD
1.55E+12,1.789,-9.709,-2.246,STD
1.55E+12,1.267,-9.122,-1.461,STD
1.55E+12,1.149,-9.338,-1.049,STD
1.55E+12,0.991,-9.697,-1.753,STD
1.55E+12,0.936,-9.34,-2.109,STD
1.55E+12,0.979,-9.137,-2.066,STD
1.55E+12,0.527,-9.773,-1.98,STD
1.55E+12,0.936,-8.981,-2.301,STD
1.55E+12,1.482,-8.344,-1.975,STD
1.55E+12,1.8,-9.338,-1.64,STD
1.55E+12,2.322,-9.783,-1.987,STD
1.55E+12,1.695,-9.881,-2.356,STD
1.55E+12,0.103,-9.828,-1.173,STD
1.55E+12,-0.359,-8.643,-1.863,STD
1.55E+12,0.014,-8.507,-0.989,STD
1.55E+12,0.615,-7.556,-6.141,STD
1.55E+12,0.809,-10.645,-2.868,STD
1.55E+12,2.023,-10.403,-3.529,STD
1.55E+12,1.257,-9.764,-2.643,STD
1.55E+12,-0.943,-9.374,-1.812,STD
1.55E+12,-2.746,-9.268,-1.429,STD
1.55E+12,0.218,-11.835,-1.733,STD
1.55E+12,5.004,-11.344,-2.435,STD
1.55E+12,3.237,-10.355,-2.959,STD
1.55E+12,-0.625,-10.257,-3.098,STD
1.55E+12,-1.578,-9.603,-2.677,STD
1.55E+12,-1.803,-9.055,-2.219,STD
1.55E+12,-1.499,-9.479,-1.97,STD
1.55E+12,-1.398,-9.771,-1.578,STD
1.55E+12,-0.905,-10.046,-1.48,STD
1.55E+12,-0.273,-10.066,-1.896,STD
1.55E+12,0.045,-10.176,-2.236,STD
1.55E+12,0.048,-9.953,-2.107,STD
1.55E+12,0.268,-10.465,-2.21,STD
1.55E+12,-0.129,-10.765,-1.288,STD
1.55E+12,0.553,-11.076,-1.64,STD
1.55E+12,1.628,-11.986,-2.962,STD
1.55E+12,1.238,-12.374,-2.964,STD
1.55E+12,-0.014,-10.942,-1.927,STD
1.55E+12,-0.907,-10.365,-0.96,STD
1.55E+12,-0.757,-10.073,-0.493,STD
1.55E+12,0.153,-10.389,-1.621,STD
1.55E+12,0.804,-10.018,-2.107,STD
1.55E+12,0.433,-10.128,-1.305,STD
1.55E+12,0.074,-10.611,-0.749,STD
1.55E+12,0.606,-9.982,-0.723,STD
1.55E+12,0.982,-10.353,-1.037,STD
1.55E+12,1.238,-9.848,-1.279,STD
1.55E+12,1.896,-9.749,-1.003,STD
1.55E+12,2.337,-9.311,-0.67,STD
1.55E+12,2.758,-9.544,-0.872,STD
1.55E+12,2.401,-13.192,-1.257,STD
1.55E+12,3.453,-11.485,-0.323,STD
1.55E+12,4.432,-11.466,-0.845,STD
1.55E+12,5.995,-9.335,-0.239,STD
1.55E+12,1.168,-11.459,-0.697,STD
1.55E+12,3.216,-10.202,0.134,STD
1.55E+12,3.718,-10.18,1.032,STD
1.55E+12,3.831,-9.591,0.101,STD
1.55E+12,6.793,-9.33,-1.259,STD
1.55E+12,13.635,-9.474,-0.874,STD
1.55E+12,11.876,-9.764,1.554,STD
1.55E+12,10.197,-9.496,2.646,STD
1.55E+12,8.818,-8.485,2.919,STD
1.55E+12,7.884,-8.124,1.944,STD
1.55E+12,6.699,-7.08,4.197,STD
1.55E+12,5.15,-6.57,9.412,STD
1.55E+12,4.71,-5.054,12.92,STD
1.55E+12,4.125,-5.476,13.142,STD
1.55E+12,2.26,-5.962,10.568,STD
1.55E+12,2.069,-5.205,7.192,STD
1.55E+12,3.649,-4.48,4.413,STD
1.55E+12,4.389,-4.604,4.36,STD
1.55E+12,3.11,-4.729,5.648,STD
1.55E+12,2.059,-4.224,6.079,STD
1.55E+12,2.38,-2.583,4.959,STD
1.55E+12,2.787,-1.559,4.144,STD
1.55E+12,2.229,-1.176,3.725,STD
1.55E+12,1.48,-1.192,4.039,STD
1.55E+12,1.092,-0.429,4.726,STD
1.55E+12,1.748,0.352,5.155,STD
1.55E+12,2.806,0.532,5.588,STD
1.55E+12,2.646,0.294,5.844,STD
1.55E+12,2.248,-0.419,5.119,STD
1.55E+12,-0.213,0.931,7.228,STD
1.55E+12,2.969,0.158,13.317,STD
1.55E+12,4.415,0.225,14.952,STD
1.55E+12,3.912,-0.175,11.658,STD
1.55E+12,2.729,0.122,8.907,STD
1.55E+12,2.349,0.474,6.821,STD
1.55E+12,2.67,1.65,6.29,STD
1.55E+12,3.467,2.524,5.909,STD
1.55E+12,2.677,4.018,5.94,STD
1.55E+12,1.437,5.061,6.486,STD
1.55E+12,2.521,4.805,7.432,STD
1.55E+12,4.343,4.116,8.746,STD
1.55E+12,2.155,3.374,8.718,STD
1.55E+12,1.525,3.728,8.378,STD
1.55E+12,1.252,3.876,7.707,STD
1.55E+12,1.609,4.063,7.384,STD
1.55E+12,1.523,4.089,7.808,STD
1.55E+12,1.135,4.109,8.38,STD
1.55E+12,0.984,4.202,8.461,STD
1.55E+12,0.883,4.173,8.548,STD
1.55E+12,0.682,3.893,8.775,STD
1.55E+12,0.498,4.042,8.885,STD
1.55E+12,0.608,4.231,8.44,STD
1.55E+12,0.601,4.183,8.502,STD
1.55E+12,0.385,4.049,9.251,STD
1.55E+12,0.364,3.872,9.472,STD
1.55E+12,0.242,4.018,9.201,STD
1.55E+12,0.115,4.006,9.127,STD
1.55E+12,0.041,3.96,9.12,STD
1.55E+12,0.045,4.065,9.175,STD
1.55E+12,0.117,4.171,8.861,STD
1.55E+12,0.232,4.24,8.39,STD
1.55E+12,0.18,4.3,8.078,STD
1.55E+12,0.005,4.164,8.725,STD
1.55E+12,-0.175,3.963,9.18,STD
1.55E+12,-0.048,4.077,9,STD
1.55E+12,-0.077,4.247,8.66,STD
1.55E+12,-0.263,4.307,8.56,STD
1.55E+12,-0.237,4.329,8.342,STD
1.55E+12,-0.297,4.415,8.265,STD
1.55E+12,-0.256,4.48,8.342,STD
1.55E+12,1.53,3.297,8.44,STD
1.55E+12,0.795,3.18,9.077,STD
1.55E+12,0.544,3.043,9.139,STD
1.55E+12,0.864,3.079,9.182,STD
1.55E+12,1.449,3.101,9.453,STD
1.55E+12,1.817,3.079,9.141,STD
1.55E+12,1.824,3.108,8.595,STD
1.55E+12,0.864,3.086,8.775,STD
1.55E+12,2.035,2.634,8.083,STD
1.55E+12,2.84,2.193,8.155,STD
1.55E+12,3.105,2.184,8.356,STD
1.55E+12,3.134,2.265,7.738,STD
1.55E+12,3.553,2.287,7.461,STD
1.55E+12,3.931,2.176,6.251,STD
1.55E+12,3.941,2.366,6.029,STD
1.55E+12,4.678,2.114,5.569,STD
1.55E+12,6.108,2.042,5.26,STD
1.55E+12,6.828,2.251,5.382,STD
1.55E+12,6.807,1.99,5.789,STD
1.55E+12,7.006,1.573,6.702,STD
1.55E+12,8.095,1.444,7.894,STD
1.55E+12,8.536,1.355,8.193,STD
1.55E+12,9.031,1.097,7.69,STD
1.55E+12,9.97,1.195,6.132,STD
1.55E+12,10.736,1.077,5.622,STD
1.55E+12,11.397,0.709,6.362,STD
1.55E+12,12.201,0.239,6.338,STD
1.55E+12,12.917,0.158,5.411,STD
1.55E+12,13.47,-0.194,4.678,STD
1.55E+12,13.497,-0.603,4.171,STD
1.55E+12,12.857,-0.713,3.836,STD
1.55E+12,11.299,-0.601,4.674,STD
1.55E+12,9.735,-1.216,5.718,STD
1.55E+12,8.701,-1.609,6.29,STD
1.55E+12,7.832,-1.86,5.976,STD
1.55E+12,7.923,-1.803,4.458,STD
1.55E+12,8.066,-1.774,3.182,STD
1.55E+12,7.58,-1.556,2.459,STD
1.55E+12,9.24,-0.776,0.587,STD
1.55E+12,10.54,-0.486,0.414,STD
1.55E+12,10.516,-0.5,0.405,STD
1.55E+12,10.633,-0.122,0.084,STD
1.55E+12,10.415,-0.189,0.919,STD
1.55E+12,9.457,-0.699,1.243,STD
1.55E+12,3.869,-9.005,-1.085,STD
1.55E+12,3.845,-9,-1.154,STD
1.55E+12,3.891,-8.957,-1.109,STD
1.55E+12,4.113,-8.866,-1.449,STD
1.55E+12,4.231,-8.967,-1.616,STD
1.55E+12,4.032,-9.019,-1.686,STD
1.55E+12,3.826,-8.358,-1.48,STD
1.55E+12,3.814,-7.657,-1.338,STD
1.55E+12,3.742,-6.9,-1.59,STD
1.55E+12,3.651,-6.718,-1.87,STD
1.55E+12,3.795,-7.219,-2.389,STD
1.55E+12,3.699,-7.365,-2.411,STD
1.55E+12,3.144,-6.931,-1.631,STD
1.55E+12,2.354,-6.216,-0.515,STD
1.55E+12,1.98,-5.469,-0.014,STD
1.55E+12,1.743,-4.947,-0.366,STD
1.55E+12,1.657,-4.573,-1.721,STD
1.55E+12,1.528,-3.941,-2.004,STD
1.55E+12,0.876,-3.668,-2.409,STD
1.55E+12,0.869,-3.91,-2.978,STD
1.55E+12,1.489,-3.757,-2.835,STD
1.55E+12,3.582,-3.601,-2.955,STD
1.55E+12,6.46,-4.159,-3.01,STD
1.55E+12,9.618,-5.698,-6.407,STD
1.55E+12,10.798,-6.412,-8.097,STD
1.55E+12,9.544,-3.46,-4.14,STD
1.55E+12,7.255,-0.213,-3.91,STD
1.55E+12,6.103,0.266,-6.728,STD
1.55E+12,6.615,-0.687,-7.963,STD
1.55E+12,5.016,0.048,-7.353,STD
1.55E+12,2.624,2.028,-9.503,STD
1.55E+12,1.8,3.912,-10.372,STD
1.55E+12,4.841,4.599,-8.267,STD
1.55E+12,5.066,4.291,-11.962,STD
1.55E+12,6.247,10.674,-17.093,STD
1.55E+12,-0.886,21.532,-24.56,STD
1.55E+12,0.946,22.037,-20.775,STD
1.55E+12,2.593,11.145,-16.054,STD
1.55E+12,0.711,9.467,-8.148,STD
1.55E+12,-1.468,9.922,-7.769,STD
1.55E+12,-2.188,9.35,-5.315,STD
1.55E+12,0.685,7.736,-3.57,STD
1.55E+12,2.373,6.658,-2.492,STD
1.55E+12,2.61,5.888,-0.407,STD
1.55E+12,2.849,4.614,0.129,STD
1.55E+12,2.155,3.831,-1.202,STD
1.55E+12,1.207,3.488,-2.327,STD
1.55E+12,0.139,3.28,-3.673,STD
1.55E+12,-0.529,3.196,-4.202,STD
1.55E+12,-0.819,3.098,-3.316,STD
1.55E+12,-1.693,2.411,-1.022,STD
1.55E+12,-3.168,1.906,1.025,STD
1.55E+12,-4.061,1.935,1.501,STD
1.55E+12,-4.092,2.131,1.01,STD
1.55E+12,-4.628,2.37,0.761,STD
1.55E+12,-9.172,4.59,2.263,STD
1.55E+12,4.856,37.276,7.003,STD
1.55E+12,-8.21,59.38,0.151,STD
1.55E+12,-16.82,-0.053,-4.453,STD
1.55E+12,-7.908,-4.908,-6.898,STD
1.55E+12,-3.206,9.642,-8.727,STD
1.55E+12,-2.785,16.185,-2.018,STD
1.55E+12,-5.22,7.116,0.065,STD
1.55E+12,-5.696,3.948,1.336,STD
1.55E+12,-4.99,6.534,3.338,STD
1.55E+12,-3.874,8.921,4.482,STD
1.55E+12,-3.62,7.781,6.034,STD
1.55E+12,-3.807,8.37,9.182,STD
1.55E+12,-3.668,9.259,10.93,STD
1.55E+12,-2.852,9.319,11.454,STD
1.55E+12,-1.688,8.548,8.871,STD
1.55E+12,-0.68,8.253,6.797,STD
1.55E+12,0.259,8.002,5.033,STD
1.55E+12,0.62,8.287,4.006,STD
1.55E+12,-0.362,8.813,2.95,STD
1.55E+12,-1.207,8.636,3.074,STD
1.55E+12,-1.3,8.892,3.084,STD
1.55E+12,-0.879,8.749,3.17,STD
1.55E+12,-0.831,8.26,3.057,STD
1.55E+12,-1.128,8.299,2.047,STD
1.55E+12,-2.497,9.314,1.092,STD
1.55E+12,-3.802,9.453,0.651,STD
1.55E+12,-4.336,9.16,0.67,STD
1.55E+12,-4.293,8.229,-0.287,STD
1.55E+12,-3.486,7.346,-1.142,STD
1.55E+12,-4.839,7.03,-6.57,STD
1.55E+12,-8.871,8.607,-16.159,STD
1.55E+12,-9.613,8.974,-10.942,STD
1.55E+12,-6.321,6.936,-4.918,STD
1.55E+12,-1.549,6.026,-2.423,STD
1.55E+12,1.7,10.789,-2.14,STD
1.55E+12,0.673,11.569,-2.859,STD
1.55E+12,0.603,7.904,-1.815,STD
1.55E+12,1.896,6.034,-0.436,STD
1.55E+12,2.763,6.96,1.063,STD
1.55E+12,3.213,8.083,1.563,STD
1.55E+12,2.763,7.003,1.707,STD
1.55E+12,2.277,5.502,2.078,STD
1.55E+12,1.468,2.993,2.516,STD
1.55E+12,-2.65,3.486,-51.278,STD
1.55E+12,8.682,-0.539,-25.595,STD
1.55E+12,6.943,-0.872,-9.247,STD
1.55E+12,6.874,1.267,-4.578,STD
1.55E+12,7.463,4.738,-3.67,STD
1.55E+12,5.052,6.996,-4.125,STD
1.55E+12,0.266,6.915,-8.047,STD
1.55E+12,1.573,6.105,-7.621,STD
1.55E+12,2.358,6.017,-8.512,STD
1.55E+12,2.895,5.612,-7.391,STD
1.55E+12,3.306,4.841,-6.285,STD
1.55E+12,4.235,4.358,-5.945,STD
1.55E+12,4.913,4.413,-6.17,STD
1.55E+12,5.322,4.571,-7.587,STD
1.55E+12,5.943,4.032,-9.086,STD
1.55E+12,5.179,4.295,-7.755,STD
1.55E+12,4.176,3.927,-6.354,STD
1.55E+12,3.484,3.204,-5.825,STD
1.55E+12,3.364,2.909,-6.22,STD
1.55E+12,3.663,2.72,-7.362,STD
1.55E+12,6.22,2.021,-8.701,STD
1.55E+12,19.358,-1.729,-6.982,STD
1.55E+12,20.318,-4.726,-6.242,STD
1.55E+12,5.904,-0.043,-6.565,STD
1.55E+12,4.429,2.521,-5.674,STD
1.55E+12,4.841,3.436,-6.637,STD
1.55E+12,7.176,2.787,-7.856,STD
1.55E+12,6.766,1.551,-7.954,STD
1.55E+12,6.105,1.808,-8.014,STD
1.55E+12,5.928,2.265,-7.767,STD
1.55E+12,5.981,2.076,-7.408,STD
1.55E+12,6.295,1.841,-7.585,STD
1.55E+12,6.177,1.781,-7.86,STD
1.55E+12,5.722,1.961,-7.702,STD
1.55E+12,5.823,2.143,-7.587,STD
1.55E+12,6.055,2.531,-7.611,STD
1.55E+12,6.117,2.066,-7.863,STD
1.55E+12,6.362,1.808,-7.753,STD
1.55E+12,6.503,1.853,-7.53,STD
1.55E+12,6.453,1.915,-7.355,STD
1.55E+12,6.438,1.875,-7.324,STD
1.55E+12,6.524,1.841,-7.362,STD
1.55E+12,6.455,1.923,-7.346,STD
1.55E+12,6.424,1.937,-7.317,STD
1.55E+12,6.52,1.891,-7.36,STD
1.55E+12,6.529,1.911,-7.315,STD
1.55E+12,6.522,1.868,-7.353,STD
1.55E+12,6.517,1.872,-7.437,STD
1.55E+12,6.405,1.899,-7.516,STD
1.55E+12,6.35,1.982,-7.52,STD
1.55E+12,6.268,2.021,-7.437,STD
1.55E+12,6.266,2.023,-7.439,STD
1.55E+12,6.285,1.975,-7.513,STD
1.55E+12,6.275,1.908,-7.559,STD
1.55E+12,6.232,1.966,-7.482,STD
1.55E+12,6.266,1.985,-7.465,STD
1.55E+12,6.299,1.956,-7.561,STD
1.55E+12,6.256,2.006,-7.504,STD
1.55E+12,6.295,2.026,-7.453,STD
1.55E+12,6.273,1.961,-7.506,STD
1.55E+12,6.251,1.975,-7.525,STD
1.55E+12,6.29,1.935,-7.513,STD
1.55E+12,6.347,1.899,-7.501,STD
1.55E+12,6.431,1.911,-7.542,STD
1.55E+12,6.496,1.93,-7.549,STD
1.55E+12,6.426,1.903,-7.482,STD
1.55E+12,6.371,1.951,-7.47,STD
1.55E+12,6.316,1.891,-7.408,STD
1.55E+12,6.122,1.994,-7.343,STD
1.55E+12,6.34,1.923,-7.501,STD
1.55E+12,6.29,1.901,-7.638,STD
1.55E+12,6.232,1.932,-7.609,STD
1.55E+12,6.204,1.927,-7.575,STD
1.55E+12,6.251,1.899,-7.681,STD
1.55E+12,6.295,1.925,-7.686,STD
1.55E+12,6.187,1.939,-7.578,STD
1.55E+12,6.141,2.021,-7.508,STD
1.55E+12,6.117,1.951,-7.377,STD
1.55E+12,6.201,1.932,-7.473,STD
1.55E+12,6.204,1.949,-7.638,STD
1.55E+12,6.242,1.987,-7.765,STD
1.55E+12,6.299,2.011,-7.669,STD
1.55E+12,6.261,1.985,-7.542,STD
1.55E+12,6.196,1.992,-7.468,STD
1.55E+12,6.038,1.913,-7.523,STD
1.55E+12,5.952,1.92,-7.482,STD
1.55E+12,6.11,1.923,-7.537,STD
1.55E+12,6.201,1.949,-7.645,STD
1.55E+12,6.323,2.078,-7.808,STD
1.55E+12,6.148,2.018,-7.947,STD
1.55E+12,5.988,1.992,-7.755,STD
1.55E+12,6.038,1.966,-7.717,STD
1.55E+12,6.043,1.896,-7.745,STD
1.55E+12,6.062,1.841,-7.841,STD
1.55E+12,6.11,1.851,-7.793,STD
1.55E+12,6.127,1.937,-7.662,STD
1.55E+12,6.026,2.071,-7.547,STD
1.55E+12,6.084,2.078,-7.619,STD
1.55E+12,6.014,2.073,-7.621,STD
1.55E+12,6.05,2.004,-7.638,STD
1.55E+12,6.11,1.93,-7.681,STD
1.55E+12,6.079,1.901,-7.695,STD
1.55E+12,6.247,1.901,-7.839,STD
1.55E+12,6.213,1.858,-7.846,STD
1.55E+12,6.17,1.899,-7.767,STD
1.55E+12,6.115,1.935,-7.64,STD
1.55E+12,6.115,1.891,-7.587,STD
1.55E+12,6.01,1.949,-7.693,STD
1.55E+12,6.01,1.963,-7.664,STD
1.55E+12,6.019,1.858,-7.791,STD
1.55E+12,5.955,1.966,-7.674,STD
1.55E+12,6.034,2.047,-7.678,STD
1.55E+12,5.981,1.949,-7.856,STD
1.55E+12,5.962,1.872,-7.918,STD
1.55E+12,5.957,1.868,-7.724,STD
1.55E+12,5.883,1.832,-7.528,STD
1.55E+12,6.01,1.856,-7.535,STD
1.55E+12,6.228,2.078,-7.801,STD
1.55E+12,6.292,2.057,-7.808,STD
1.55E+12,6.316,1.88,-7.796,STD
1.55E+12,6.122,1.836,-7.499,STD
1.55E+12,6.218,1.872,-7.429,STD
1.55E+12,6.354,2.011,-7.338,STD
1.55E+12,5.897,1.817,-7.324,STD
1.55E+12,6.374,2.313,-6.793,STD
1.55E+12,6.86,2.26,-7.348,STD
1.55E+12,6.4,1.901,-7.109,STD
1.55E+12,6.338,2.536,-7.564,STD
1.55E+12,6.014,2.744,-7.544,STD
1.55E+12,6.089,2.452,-7.061,STD
1.55E+12,5.988,2.492,-6.828,STD
1.55E+12,6.153,2.476,-7.255,STD
1.55E+12,6.237,2.378,-7.568,STD
1.55E+12,6.299,2.289,-7.635,STD
1.55E+12,6.041,2.303,-8.112,STD
1.55E+12,5.933,2.227,-7.295,STD
1.55E+12,5.899,2.21,-6.778,STD
1.55E+12,6.065,2.203,-7.647,STD
1.55E+12,6.223,1.918,-8.121,STD
1.55E+12,6.508,1.659,-8.04,STD
1.55E+12,6.879,1.408,-7.803,STD
1.55E+12,7.02,1.255,-7.599,STD
1.55E+12,6.716,1.381,-7.48,STD
1.55E+12,6.17,1.645,-7.686,STD
1.55E+12,5.543,1.846,-7.884,STD
1.55E+12,5.895,1.537,-7.966,STD
1.55E+12,6.359,1.202,-7.983,STD
1.55E+12,6.702,1.362,-7.647,STD
1.55E+12,6.627,1.341,-7.137,STD
1.55E+12,6.491,1.37,-6.927,STD
1.55E+12,6.764,1.245,-6.898,STD
1.55E+12,6.97,1.331,-7.001,STD
1.55E+12,6.986,1.446,-7.262,STD
1.55E+12,7.161,1.295,-6.97,STD
1.55E+12,7.477,0.991,-6.395,STD
1.55E+12,7.609,0.764,-6.077,STD
1.55E+12,7.417,0.728,-6.364,STD
1.55E+12,7.597,0.4,-6.759,STD
1.55E+12,7.92,0.314,-7.034,STD
1.55E+12,7.973,0.62,-6.441,STD
1.55E+12,7.959,0.807,-6.297,STD
1.55E+12,8.076,0.73,-5.945,STD
1.55E+12,8.478,0.634,-5.188,STD
1.55E+12,8.358,0.46,-4.365,STD
1.55E+12,8.136,0.781,-3.845,STD
1.55E+12,7.935,1.056,-4.844,STD
1.55E+12,7.856,1.389,-5.871,STD
1.55E+12,7.844,1.446,-6.062,STD
1.55E+12,8.502,1.185,-5.413,STD
1.55E+12,8.646,0.91,-4.959,STD
1.55E+12,8.691,0.917,-4.698,STD
1.55E+12,8.976,0.682,-5.354,STD
1.55E+12,9.242,-0.01,-5.586,STD
1.55E+12,8.806,-0.924,-5.188,STD
1.55E+12,8.756,-1.911,-4.075,STD
1.55E+12,9.934,-1.767,-2.943,STD
1.55E+12,10.128,-1.094,-2.253,STD
1.55E+12,10.528,-0.962,-0.984,STD
1.55E+12,10.226,-0.711,-0.326,STD
1.55E+12,10.125,-1.015,0.151,STD
1.55E+12,9.797,-0.888,-0.012,STD
1.55E+12,8.964,-0.644,-1.36,STD
1.55E+12,8.301,-0.369,-5.387,STD
1.55E+12,7.681,-0.45,-8.488,STD
1.55E+12,7.832,-1.092,-6.505,STD
1.55E+12,8.337,-1.212,-5.294,STD
1.55E+12,8.464,-1.094,-4.987,STD
1.55E+12,8.258,-1.25,-4.999,STD
1.55E+12,8.131,-1.233,-6.553,STD
1.55E+12,7.542,-1.01,-7.379,STD
1.55E+12,7.018,-0.56,-7.025,STD
1.55E+12,6.807,-0.136,-6.544,STD
1.55E+12,6.584,-0.125,-6.69,STD
1.55E+12,5.926,-0.11,-7.101,STD
1.55E+12,5.181,-0.213,-6.338,STD
1.55E+12,4.013,0.165,-6.283,STD
1.55E+12,8.224,-0.953,-7.458,STD
1.55E+12,3.218,0.352,-7.99,STD
1.55E+12,3.591,0.036,3.105,STD
1.55E+12,-0.773,0.204,-1.942,STD
1.55E+12,-3.615,0.055,-0.225,STD
1.55E+12,-8.528,-2.861,-34.851,STD
1.55E+12,-9.587,-1.128,-36.237,STD
1.55E+12,-0.517,-0.309,2.401,STD
1.55E+12,0.055,-0.421,0.733,STD
1.55E+12,-2.5,-0.189,-11.646,STD
1.55E+12,-4.789,0.036,-19.875,STD
1.55E+12,-1.875,-0.287,-6.658,STD
1.55E+12,-1.721,-0.139,-6.33,STD
1.55E+12,-2.088,-0.168,-9.259,STD
1.55E+12,-2.291,-0.199,-10.458,STD
1.55E+12,-2.373,-0.283,-10.954,STD
1.55E+12,-2.258,-0.405,-9.639,STD
1.55E+12,-2.349,-0.421,-9.802,STD
1.55E+12,-1.865,-0.474,-9.244,STD
1.55E+12,-1.994,-0.704,-9.465,STD
1.55E+12,-2.272,-0.606,-10.276,STD
1.55E+12,-2.48,-0.347,-10.224,STD
1.55E+12,-2.579,0.17,-9.797,STD
1.55E+12,-2.947,0.816,-9.29,STD
1.55E+12,-2.358,1.255,-9.359,STD
1.55E+12,0.113,0.424,-10.063,STD
1.55E+12,0.809,0.702,-10.08,STD
1.55E+12,0.656,0.311,-9.955,STD
1.55E+12,0.955,-0.371,-10.157,STD
1.55E+12,-0.287,-0.117,-10.334,STD
1.55E+12,-0.139,0.096,-9.814,STD
1.55E+12,-0.357,0.192,-9.761,STD
1.55E+12,-0.266,0.146,-9.982,STD
1.55E+12,-0.261,0.151,-9.97,STD
1.55E+12,-0.297,0.136,-10.013,STD
1.55E+12,-0.259,0.103,-10.042,STD
1.55E+12,-0.208,0.062,-10.051,STD
1.55E+12,-0.333,0.151,-10.03,STD
1.55E+12,-0.493,0.342,-9.867,STD
1.55E+12,-0.515,0.316,-9.879,STD
1.55E+12,-0.354,0.206,-9.965,STD
1.55E+12,-0.33,0.163,-10.003,STD
1.55E+12,-0.338,0.177,-10.025,STD
1.55E+12,-0.187,0.156,-10.02,STD
1.55E+12,-0.278,0.302,-9.994,STD
1.55E+12,-0.385,0.239,-9.934,STD
1.55E+12,-0.29,0.22,-9.852,STD
1.55E+12,-0.335,0.196,-10.058,STD
1.55E+12,-0.314,0.213,-9.996,STD
1.55E+12,-0.294,0.201,-10.015,STD
1.55E+12,-0.321,0.213,-9.989,STD
1.55E+12,-0.297,0.182,-10.013,STD
1.55E+12,-0.29,0.194,-10.022,STD
1.55E+12,-0.29,0.194,-10.03,STD
1.55E+12,-0.28,0.194,-10.025,STD
1.55E+12,-0.292,0.208,-9.998,STD
1.55E+12,-0.294,0.204,-10.001,STD
1.55E+12,-0.29,0.208,-10.018,STD
1.55E+12,-0.297,0.199,-10.001,STD
1.55E+12,-0.292,0.194,-10.003,STD
1.55E+12,-0.29,0.206,-10.003,STD
1.55E+12,-0.302,0.201,-10.003,STD
1.55E+12,-0.29,0.184,-10.015,STD
1.55E+12,-0.294,0.204,-10.003,STD
1.55E+12,-0.273,0.192,-10.015,STD
